Student_ID,Student_Name,College_Name,Total_Sessions,Sessions_Attended,Average_Attendance_Minutes,Attendance_Percentage,Attendance_Std,Consistency_Score,Domain_Participation_Count,Engagement_Score,Certified,Predicted_Certified
ST0105,Divya Patel,Prasad V Potluri,40,37,49.78,92.5,15.01,84.99,1,76.75,1,1
ST0106,Praveen Verma,KL University,40,38,50.02,95.0,12.54,87.46,1,78.74,1,1
ST0108,Anil Singh,SRM AP,40,40,51.82,100.0,4.27,95.73,1,83.72,1,1
ST0110,Divya Patel,SRM AP,40,36,48.12,90.0,16.85,83.15,1,74.94,1,1
ST0113,Varun Yadav,Andhra Loyola,40,37,49.58,92.5,14.85,85.15,1,76.8,1,1
ST0121,Rohit Patel,CBIT,40,40,53.45,100.0,4.61,95.39,1,83.62,1,1
ST0123,Akhil Naidu,CMR College,40,32,42.22,80.0,21.75,78.25,1,68.48,1,1
ST0129,Teja Yadav,Aditya Engineering,40,32,41.55,80.0,21.38,78.62,1,68.59,1,1
ST0130,Nikhil Kumar,SRM AP,40,32,41.6,80.0,21.48,78.52,1,68.56,1,1
ST0131,Rohit Yadav,Prasad V Potluri,40,40,51.92,100.0,4.19,95.81,1,83.74,1,1
ST0132,Keerthana Gupta,Gudlavalleru Engg,40,35,46.35,87.5,18.29,81.71,1,73.26,1,1
ST0133,Pooja Verma,Narasaraopeta Engg,40,40,51.35,100.0,4.34,95.66,1,83.7,1,1
ST0137,Rahul Sharma,SRM AP,40,38,50.92,95.0,12.88,87.12,1,78.63,1,1
ST0139,Anil Verma,ANITS,40,38,50.0,95.0,12.46,87.54,1,78.76,1,1
ST0140,Keerthana Reddy,Andhra Loyola,40,40,51.5,100.0,4.93,95.07,1,83.52,1,1
ST0143,Sai Singh,VNR VJIET,40,34,43.88,85.0,19.27,80.73,1,71.72,1,1
ST0144,Arjun Kumar,Andhra Loyola,40,33,42.55,82.5,20.31,79.69,1,70.16,1,1
ST0148,Divya Verma,MREC,40,33,43.25,82.5,20.57,79.43,1,70.08,1,1
ST0150,Varun Rao,NRI Institute,40,35,46.4,87.5,18.22,81.78,1,73.29,1,1
ST0151,Arjun Naidu,Narasaraopeta Engg,40,39,50.95,97.5,9.53,90.47,1,80.89,1,1
ST0152,Teja Sharma,AEC,40,40,52.25,100.0,4.4,95.6,1,83.68,1,1
ST0153,Keerthana Patel,Gudlavalleru Engg,40,34,44.7,85.0,19.55,80.45,1,71.63,1,1
ST0154,Kiran Verma,VVIT,40,33,43.45,82.5,20.79,79.21,1,70.01,1,1
ST0156,Sai Kumar,KITS,40,40,53.6,100.0,4.72,95.28,1,83.58,1,1
ST0157,Divya Kumar,MREC,40,32,40.62,80.0,21.11,78.89,1,68.67,1,1
ST0161,Pooja Gupta,CBIT,40,40,52.95,100.0,4.88,95.12,1,83.54,1,1
ST0166,Praveen Kumar,Andhra Loyola,40,37,49.1,92.5,14.88,85.12,1,76.78,1,1
ST0168,Rohit Verma,VNR VJIET,40,35,44.58,87.5,17.45,82.55,1,73.52,1,1
ST0169,Pooja Verma,ANITS,40,34,43.88,85.0,19.19,80.81,1,71.74,1,1
ST0170,Anil Sharma,Malla Reddy,40,37,47.8,92.5,14.62,85.38,1,76.86,1,1
ST0171,Arjun Singh,Prasad V Potluri,40,32,43.25,80.0,22.23,77.77,1,68.33,1,1
ST0172,Rahul Patel,Bapatla Engg,40,35,46.25,87.5,18.27,81.73,1,73.27,1,1
ST0173,Keerthana Rao,RVRJC,40,34,43.85,85.0,19.15,80.85,1,71.76,1,1
ST0174,Sanjay Gupta,Bapatla Engg,40,32,41.62,80.0,21.46,78.54,1,68.56,1,1
ST0179,Teja Gupta,Malla Reddy,40,34,43.55,85.0,18.96,81.04,1,71.81,1,1
ST0180,Teja Kumar,CBIT,40,38,49.85,95.0,12.14,87.86,1,78.86,1,1
ST0181,Anil Singh,Malla Reddy,40,34,45.7,85.0,19.96,80.04,1,71.51,1,1
ST0183,Akhil Verma,Gudlavalleru Engg,40,40,51.95,100.0,4.77,95.23,1,83.57,1,1
ST0184,Arjun Patel,Gudlavalleru Engg,40,35,45.6,87.5,18.12,81.88,1,73.32,1,1
ST0186,Varun Rao,ANITS,40,38,50.12,95.0,12.22,87.78,1,78.83,1,1
ST0188,Kiran Kumar,LBRCE,40,40,51.9,100.0,3.47,96.53,1,83.96,1,1
ST0189,Divya Sharma,KITS,40,40,53.7,100.0,4.72,95.28,1,83.58,1,1
ST0190,Varun Yadav,VVIT,40,40,52.08,100.0,4.19,95.81,1,83.74,1,1
ST0191,Anil Kumar,CMR College,40,34,44.98,85.0,19.54,80.46,1,71.64,1,1
ST0192,Nikhil Sharma,JNTUK,40,40,52.48,100.0,4.49,95.51,1,83.65,1,1
ST0194,Varun Rao,Narasaraopeta Engg,40,35,46.48,87.5,18.27,81.73,1,73.27,1,1
ST0196,Anil Kumar,MREC,40,40,51.58,100.0,4.38,95.62,1,83.69,1,1
ST0197,Sanjay Singh,Bapatla Engg,40,35,45.65,87.5,18.08,81.92,1,73.33,1,1
ST0198,Arjun Kumar,CBIT,40,35,46.48,87.5,18.35,81.65,1,73.24,1,1
ST0199,Varun Reddy,KITS,40,32,42.4,80.0,21.83,78.17,1,68.45,1,1
ST0200,Praveen Rao,VVIT,40,39,50.72,97.5,9.55,90.45,1,80.89,1,1
ST0201,Akhil Rao,Aditya Engineering,40,40,51.9,100.0,4.65,95.35,1,83.61,1,1
ST0202,Keerthana Gupta,Aditya Engineering,40,38,50.7,95.0,12.43,87.57,1,78.77,1,1
ST0203,Varun Verma,Prasad V Potluri,40,39,52.22,97.5,9.61,90.39,1,80.87,1,1
ST0204,Harsha Verma,SRM AP,40,40,53.1,100.0,4.74,95.26,1,83.58,1,1
ST0208,Praveen Gupta,Gudlavalleru Engg,40,36,47.42,90.0,16.53,83.47,1,75.04,1,1
ST0209,Rohit Rao,JNTUH,40,36,47.38,90.0,16.53,83.47,1,75.04,1,1
ST0210,Teja Verma,RVRJC,40,34,45.02,85.0,19.66,80.34,1,71.6,1,1
ST0211,Arjun Sharma,CBIT,40,33,43.52,82.5,20.77,79.23,1,70.02,1,1
ST0212,Kiran Singh,JNTUH,40,35,46.1,87.5,18.21,81.79,1,73.29,1,1
ST0215,Teja Patel,VVIT,40,40,53.05,100.0,3.89,96.11,1,83.83,1,1
ST0216,Akhil Yadav,CMR College,40,35,45.98,87.5,18.1,81.9,1,73.32,1,1
ST0217,Kiran Rao,Malla Reddy,40,40,51.82,100.0,5.12,94.88,1,83.46,1,1
ST0218,Jay Verma,Gudlavalleru Engg,40,36,47.55,90.0,16.69,83.31,1,74.99,1,1
ST0220,Varun Reddy,KL University,40,40,51.95,100.0,4.92,95.08,1,83.52,1,1
ST0222,Vikram Yadav,RGUKT,40,33,43.68,82.5,20.8,79.2,1,70.01,1,1
ST0225,Rahul Naidu,NRI Institute,40,38,48.78,95.0,12.31,87.69,1,78.81,1,1
ST0227,Sanjay Reddy,VNR VJIET,40,40,53.62,100.0,4.49,95.51,1,83.65,1,1
ST0228,Jay Rao,KITS,40,34,45.08,85.0,19.69,80.31,1,71.59,1,1
ST0232,Jay Singh,LBRCE,40,34,44.72,85.0,19.52,80.48,1,71.64,1,1
ST0233,Divya Singh,KITS,40,36,48.22,90.0,16.83,83.17,1,74.95,1,1
ST0235,Sai Sharma,MREC,40,40,51.7,100.0,4.4,95.6,1,83.68,1,1
ST0238,Jay Reddy,VIT AP,40,39,50.75,97.5,9.5,90.5,1,80.9,1,1
ST0239,Praveen Sharma,Prasad V Potluri,40,36,47.55,90.0,16.71,83.29,1,74.99,1,1
ST0240,Harsha Sharma,RGUKT,40,40,52.58,100.0,4.49,95.51,1,83.65,1,1
ST0241,Varun Yadav,RGUKT,40,37,49.3,92.5,15.15,84.85,1,76.7,1,1
ST0242,Pooja Reddy,VVIT,40,33,43.92,82.5,20.93,79.07,1,69.97,1,1
ST0243,Nikhil Verma,Aditya Engineering,40,40,51.7,100.0,5.06,94.94,1,83.48,1,1
ST0244,Rohit Naidu,JNTUK,40,32,42.6,80.0,21.89,78.11,1,68.43,1,1
ST0245,Jay Kumar,VNR VJIET,40,35,47.28,87.5,18.65,81.35,1,73.15,1,1
ST0247,Jay Sharma,AEC,40,40,53.28,100.0,4.76,95.24,1,83.57,1,1
ST0248,Arjun Sharma,Bapatla Engg,40,39,50.88,97.5,9.15,90.85,1,81.01,1,1
ST0253,Nikhil Sharma,Andhra Loyola,40,38,49.32,95.0,12.13,87.87,1,78.86,1,1
ST0256,Sai Reddy,RGUKT,40,40,52.2,100.0,4.41,95.59,1,83.68,1,1
ST0257,Pooja Singh,RVRJC,40,38,49.5,95.0,12.33,87.67,1,78.8,1,1
ST0259,Keerthana Verma,KL University,40,34,44.15,85.0,19.46,80.54,1,71.66,1,1
ST0260,Praveen Sharma,AEC,40,40,53.78,100.0,4.26,95.74,1,83.72,1,1
ST0263,Teja Singh,VNR VJIET,40,34,45.0,85.0,19.62,80.38,1,71.61,1,1
ST0264,Anil Kumar,LBRCE,40,37,47.88,92.5,14.43,85.57,1,76.92,1,1
ST0267,Rohit Reddy,NRI Institute,40,37,48.72,92.5,14.93,85.07,1,76.77,1,1
ST0268,Keerthana Verma,Prasad V Potluri,40,40,53.22,100.0,5.08,94.92,1,83.48,1,1
ST0269,Rahul Sharma,RGUKT,40,34,44.38,85.0,19.21,80.79,1,71.74,1,1
ST0270,Vikram Verma,MREC,40,35,46.1,87.5,18.17,81.83,1,73.3,1,1
ST0277,Rahul Sharma,RGUKT,40,40,52.25,100.0,4.61,95.39,1,83.62,1,1
ST0278,Vikram Kumar,KITS,40,40,53.6,100.0,4.86,95.14,1,83.54,1,1
ST0280,Jay Rao,ANITS,40,36,47.08,90.0,16.53,83.47,1,75.04,1,1
ST0281,Varun Yadav,VVIT,40,35,45.9,87.5,17.99,82.01,1,73.35,1,1
ST0282,Rohit Rao,Andhra Loyola,40,33,42.7,82.5,20.28,79.72,1,70.17,1,1
ST0284,Arjun Rao,Bapatla Engg,40,32,42.25,80.0,21.78,78.22,1,68.47,1,1
ST0285,Sai Naidu,GITAM,40,40,52.25,100.0,5.43,94.57,1,83.37,1,1
ST0286,Rahul Gupta,CBIT,40,32,42.22,80.0,21.74,78.26,1,68.48,1,1
ST0291,Sai Singh,Malla Reddy,40,35,46.45,87.5,18.34,81.66,1,73.25,1,1
ST0292,Sai Singh,CMR College,40,32,42.58,80.0,21.96,78.04,1,68.41,1,1
ST0293,Vikram Patel,CBIT,40,32,41.48,80.0,21.44,78.56,1,68.57,1,1
ST0295,Pooja Gupta,LBRCE,40,39,52.55,97.5,9.52,90.48,1,80.89,1,1
ST0296,Praveen Kumar,RGUKT,40,36,48.0,90.0,16.93,83.07,1,74.92,1,1
ST0300,Anil Verma,SRM AP,40,38,49.98,95.0,12.65,87.35,1,78.7,1,1
ST0302,Arjun Sharma,KITS,40,40,51.35,100.0,4.04,95.96,1,83.79,1,1
ST0303,Jay Gupta,VNR VJIET,40,40,52.85,100.0,3.89,96.11,1,83.83,1,1
ST0304,Varun Rao,Narasaraopeta Engg,40,38,49.15,95.0,12.24,87.76,1,78.83,1,1
ST0306,Sanjay Verma,Prasad V Potluri,40,32,40.95,80.0,21.17,78.83,1,68.65,1,1
ST0307,Rahul Singh,SRM AP,40,37,48.4,92.5,14.62,85.38,1,76.86,1,1
ST0309,Kiran Gupta,ANITS,40,34,44.28,85.0,19.52,80.48,1,71.65,1,1
ST0311,Nikhil Singh,VNR VJIET,40,33,43.72,82.5,20.9,79.1,1,69.98,1,1
ST0312,Varun Rao,KL University,40,40,51.08,100.0,4.45,95.55,1,83.67,1,1
ST0313,Akhil Gupta,JNTUH,40,36,46.62,90.0,16.33,83.67,1,75.1,1,1
ST0314,Kiran Verma,VVIT,40,37,48.3,92.5,14.58,85.42,1,76.88,1,1
ST0316,Jay Yadav,JNTUH,40,34,44.5,85.0,19.33,80.67,1,71.7,1,1
ST0317,Arjun Patel,KITS,40,40,52.62,100.0,5.14,94.86,1,83.46,1,1
ST0319,Pooja Patel,ANITS,40,34,43.95,85.0,19.15,80.85,1,71.75,1,1
ST0321,Vikram Reddy,Gudlavalleru Engg,40,32,41.98,80.0,21.6,78.4,1,68.52,1,1
ST0322,Varun Yadav,VVIT,40,34,45.48,85.0,19.85,80.15,1,71.54,1,1
ST0323,Divya Reddy,NRI Institute,40,32,42.08,80.0,21.67,78.33,1,68.5,1,1
ST0325,Vikram Gupta,LBRCE,40,34,44.05,85.0,19.12,80.88,1,71.76,1,1
ST0327,Divya Naidu,Prasad V Potluri,40,40,52.58,100.0,4.55,95.45,1,83.63,1,1
ST0329,Divya Naidu,Aditya Engineering,40,40,53.32,100.0,4.81,95.19,1,83.56,1,1
ST0330,Keerthana Yadav,RGUKT,40,32,40.72,80.0,21.07,78.93,1,68.68,1,1
ST0333,Vikram Kumar,Malla Reddy,40,32,42.9,80.0,22.16,77.84,1,68.35,1,1
ST0334,Harsha Sharma,Aditya Engineering,40,40,51.22,100.0,4.08,95.92,1,83.78,1,1
ST0338,Teja Naidu,GITAM,40,39,51.35,97.5,9.21,90.79,1,80.99,1,1
ST0339,Sanjay Gupta,KL University,40,36,48.88,90.0,16.97,83.03,1,74.91,1,1
ST0340,Akhil Gupta,KITS,40,33,43.8,82.5,21.04,78.96,1,69.94,1,1
ST0341,Kiran Patel,VNR VJIET,40,40,52.18,100.0,5.32,94.68,1,83.41,1,1
ST0343,Rahul Kumar,VVIT,40,38,49.8,95.0,12.45,87.55,1,78.77,1,1
ST0345,Jay Naidu,JNTUH,40,32,41.8,80.0,21.64,78.36,1,68.51,1,1
ST0347,Anil Rao,Aditya Engineering,40,38,49.02,95.0,12.23,87.77,1,78.83,1,1
ST0348,Nikhil Patel,LBRCE,40,40,51.85,100.0,4.79,95.21,1,83.56,1,1
ST0349,Rohit Naidu,VVIT,40,38,49.68,95.0,12.39,87.61,1,78.78,1,1
ST0350,Pooja Reddy,LBRCE,40,35,47.5,87.5,18.64,81.36,1,73.16,1,1
ST0355,Jay Sharma,Prasad V Potluri,40,40,53.18,100.0,4.34,95.66,1,83.7,1,1
ST0356,Sai Sharma,RVRJC,40,35,45.32,87.5,17.85,82.15,1,73.4,1,1
ST0358,Divya Yadav,Prasad V Potluri,40,36,47.25,90.0,16.55,83.45,1,75.04,1,1
ST0359,Kiran Patel,Bapatla Engg,40,40,53.05,100.0,5.22,94.78,1,83.43,1,1
ST0361,Kiran Yadav,ANITS,40,40,52.9,100.0,4.75,95.25,1,83.58,1,1
ST0362,Rohit Rao,JNTUH,40,35,46.65,87.5,18.38,81.62,1,73.24,1,1
ST0363,Teja Gupta,NRI Institute,40,38,49.85,95.0,12.45,87.55,1,78.76,1,1
ST0364,Keerthana Gupta,Gudlavalleru Engg,40,37,48.92,92.5,14.7,85.3,1,76.84,1,1
ST0365,Arjun Kumar,VVIT,40,38,49.45,95.0,12.25,87.75,1,78.83,1,1
ST0366,Pooja Kumar,KITS,40,35,46.15,87.5,18.21,81.79,1,73.29,1,1
ST0368,Praveen Verma,KL University,40,35,46.1,87.5,18.08,81.92,1,73.33,1,1
ST0370,Sanjay Yadav,RVRJC,40,40,53.0,100.0,4.77,95.23,1,83.57,1,1
ST0372,Varun Kumar,KL University,40,38,48.88,95.0,12.35,87.65,1,78.79,1,1
ST0373,Rohit Singh,Narasaraopeta Engg,40,40,52.92,100.0,4.7,95.3,1,83.59,1,1
ST0376,Praveen Gupta,JNTUH,40,37,49.1,92.5,14.7,85.3,1,76.84,1,1
ST0377,Vikram Patel,VVIT,40,39,51.62,97.5,9.61,90.39,1,80.87,1,1
ST0379,Harsha Kumar,KL University,40,38,49.38,95.0,12.35,87.65,1,78.8,1,1
ST0380,Rahul Verma,VIT AP,40,40,51.82,100.0,4.93,95.07,1,83.52,1,1
ST0381,Keerthana Patel,ANITS,40,39,51.08,97.5,9.52,90.48,1,80.89,1,1
ST0383,Pooja Singh,Aditya Engineering,40,32,41.0,80.0,21.17,78.83,1,68.65,1,1
ST0387,Sai Reddy,JNTUK,40,37,47.22,92.5,14.14,85.86,1,77.01,1,1
ST0390,Nikhil Gupta,CBIT,40,36,48.72,90.0,16.9,83.1,1,74.93,1,1
ST0391,Rohit Singh,CBIT,40,36,47.25,90.0,16.6,83.4,1,75.02,1,1
ST0394,Nikhil Kumar,VIT AP,40,40,52.48,100.0,5.12,94.88,1,83.46,1,1
ST0395,Sanjay Sharma,CMR College,40,40,53.45,100.0,4.68,95.32,1,83.59,1,1
ST0396,Jay Kumar,Prasad V Potluri,40,32,41.3,80.0,21.21,78.79,1,68.64,1,1
ST0397,Divya Reddy,Aditya Engineering,40,37,49.45,92.5,15.03,84.97,1,76.74,1,1
ST0398,Teja Kumar,CBIT,40,37,48.55,92.5,14.98,85.02,1,76.76,1,1
ST0399,Vikram Rao,VVIT,40,40,51.52,100.0,5.01,94.99,1,83.5,1,1
ST0400,Sanjay Kumar,SRM AP,40,37,49.12,92.5,15.0,85.0,1,76.75,1,1
ST0402,Nikhil Yadav,Gudlavalleru Engg,40,38,50.52,95.0,12.73,87.27,1,78.68,1,1
ST0403,Arjun Verma,KITS,40,34,45.0,85.0,19.61,80.39,1,71.62,1,1
ST0406,Keerthana Yadav,CBIT,40,39,51.6,97.5,9.39,90.61,1,80.93,1,1
ST0410,Divya Sharma,MREC,40,34,43.82,85.0,19.12,80.88,1,71.76,1,1
ST0414,Teja Reddy,KITS,40,35,45.62,87.5,17.99,82.01,1,73.35,1,1
ST0415,Praveen Patel,VNR VJIET,40,40,52.6,100.0,4.36,95.64,1,83.69,1,1
ST0417,Varun Verma,Prasad V Potluri,40,36,46.2,90.0,16.27,83.73,1,75.12,1,1
ST0418,Kiran Singh,Narasaraopeta Engg,40,36,47.85,90.0,16.64,83.36,1,75.01,1,1
ST0419,Akhil Verma,Malla Reddy,40,40,53.52,100.0,4.1,95.9,1,83.77,1,1
ST0420,Sanjay Sharma,KL University,40,37,48.22,92.5,14.71,85.29,1,76.84,1,1
ST0422,Varun Naidu,Andhra Loyola,40,36,46.92,90.0,16.51,83.49,1,75.05,1,1
ST0423,Jay Sharma,MREC,40,32,41.68,80.0,21.54,78.46,1,68.54,1,1
ST0427,Rahul Rao,Gudlavalleru Engg,40,39,50.65,97.5,9.4,90.6,1,80.93,1,1
ST0430,Teja Gupta,KL University,40,32,41.05,80.0,21.16,78.84,1,68.65,1,1
ST0431,Akhil Gupta,AEC,40,38,50.3,95.0,12.6,87.4,1,78.72,1,1
ST0432,Pooja Yadav,Narasaraopeta Engg,40,35,45.75,87.5,18.16,81.84,1,73.3,1,1
ST0433,Praveen Verma,MREC,40,35,44.98,87.5,17.76,82.24,1,73.42,1,1
ST0437,Vikram Yadav,Aditya Engineering,40,37,49.85,92.5,15.04,84.96,1,76.74,1,1
ST0439,Sai Verma,JNTUH,40,32,41.18,80.0,21.25,78.75,1,68.62,1,1
ST0440,Varun Singh,JNTUK,40,40,52.1,100.0,4.36,95.64,1,83.69,1,1
ST0441,Jay Verma,ANITS,40,39,51.22,97.5,9.47,90.53,1,80.91,1,1
ST0444,Harsha Sharma,MREC,40,39,51.02,97.5,9.54,90.46,1,80.89,1,1
ST0446,Sanjay Reddy,Malla Reddy,40,34,43.9,85.0,19.13,80.87,1,71.76,1,1
ST0447,Kiran Gupta,Gudlavalleru Engg,40,40,51.38,100.0,4.55,95.45,1,83.64,1,1
ST0449,Varun Verma,CBIT,40,40,52.08,100.0,3.91,96.09,1,83.83,1,1
ST0450,Arjun Gupta,JNTUK,40,32,43.3,80.0,22.33,77.67,1,68.3,1,1
ST0451,Arjun Yadav,SRM AP,40,37,47.72,92.5,14.29,85.71,1,76.96,1,1
ST0453,Anil Yadav,ANITS,40,32,41.55,80.0,21.43,78.57,1,68.57,1,1
ST0454,Praveen Singh,KL University,40,34,44.9,85.0,19.48,80.52,1,71.66,1,1
ST0455,Teja Verma,CBIT,40,34,44.45,85.0,19.53,80.47,1,71.64,1,1
ST0456,Jay Singh,CBIT,40,34,44.15,85.0,19.28,80.72,1,71.71,1,1
ST0457,Rahul Verma,RVRJC,40,37,48.0,92.5,14.43,85.57,1,76.92,1,1
ST0458,Varun Yadav,AEC,40,34,44.85,85.0,19.63,80.37,1,71.61,1,1
ST0459,Rahul Naidu,JNTUH,40,33,44.48,82.5,21.23,78.77,1,69.88,1,1
ST0460,Harsha Rao,CMR College,40,32,42.18,80.0,21.73,78.27,1,68.48,1,1
ST0468,Rohit Patel,JNTUK,40,40,52.88,100.0,4.95,95.05,1,83.52,1,1
ST0469,Vikram Kumar,VNR VJIET,40,36,47.82,90.0,16.69,83.31,1,74.99,1,1
ST0470,Arjun Patel,KITS,40,34,43.78,85.0,19.05,80.95,1,71.78,1,1
ST0471,Keerthana Sharma,Narasaraopeta Engg,40,40,52.58,100.0,4.79,95.21,1,83.56,1,1
ST0472,Keerthana Verma,NRI Institute,40,37,49.82,92.5,15.17,84.83,1,76.7,1,1
ST0475,Vikram Reddy,LBRCE,40,40,52.22,100.0,4.71,95.29,1,83.59,1,1
ST0478,Rahul Verma,GITAM,40,38,50.3,95.0,12.59,87.41,1,78.72,1,1
ST0480,Harsha Rao,CMR College,40,34,45.45,85.0,19.79,80.21,1,71.56,1,1
ST0482,Arjun Kumar,MREC,40,35,45.6,87.5,17.91,82.09,1,73.38,1,1
ST0483,Arjun Singh,Narasaraopeta Engg,40,33,43.35,82.5,20.67,79.33,1,70.05,1,1
ST0487,Divya Patel,Prasad V Potluri,40,40,52.9,100.0,4.59,95.41,1,83.62,1,1
ST0489,Pooja Sharma,KITS,40,40,52.02,100.0,4.63,95.37,1,83.61,1,1
ST0490,Nikhil Kumar,LBRCE,40,34,44.1,85.0,19.34,80.66,1,71.7,1,1
ST0492,Arjun Sharma,Narasaraopeta Engg,40,40,51.32,100.0,4.46,95.54,1,83.66,1,1
